NR_SECAO;NM_LOCAL_VOTACAO
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
214;ESCOLA ESTADUAL KLEBER PACHECO
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
264;ESCOLA ESTADUAL KLEBER PACHECO
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
214;ESCOLA ESTADUAL KLEBER PACHECO
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
174;COLÉGIO CATARINA PARAGUAÇU
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
213;ESCOLA ESTADUAL KLEBER PACHECO
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
156;COLÉGIO PLINIO PEREIRA
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
230;PRÉDIO MUNICIPAL RECANTO VERDE
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
174;COLÉGIO CATARINA PARAGUAÇU
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
264;ESCOLA ESTADUAL KLEBER PACHECO
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
183;ESCOLA ODILARDO U. RODRIGUES
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
211;ESCOLA ESTADUAL KLEBER PACHECO
174;COLÉGIO CATARINA PARAGUAÇU
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
234;ESCOLA MUNICIPAL SILVIO V. MELO
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
264;ESCOLA ESTADUAL KLEBER PACHECO
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
152;COLÉGIO PLINIO PEREIRA
257;PRÉDIO MUNICIPAL CAMARÃO
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
212;ESCOLA ESTADUAL KLEBER PACHECO
238;PREDIO MUNICIPAL SÃO ROQUE
179;ESCOLA ODILARDO U. RODRIGUES
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
176;COLÉGIO CATARINA PARAGUAÇU
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
152;COLÉGIO PLINIO PEREIRA
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
231;PRÉDIO MUNICIPAL RECANTO VERDE
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
211;ESCOLA ESTADUAL KLEBER PACHECO
259;ESCOLA MUNICIPAL SÃO JOSÉ
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
262;ESCOLA MUNICIPAL O BOM PASTOR
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
234;ESCOLA MUNICIPAL SILVIO V. MELO
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
152;COLÉGIO PLINIO PEREIRA
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
152;COLÉGIO PLINIO PEREIRA
230;PRÉDIO MUNICIPAL RECANTO VERDE
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
262;ESCOLA MUNICIPAL O BOM PASTOR
230;PRÉDIO MUNICIPAL RECANTO VERDE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
211;ESCOLA ESTADUAL KLEBER PACHECO
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
156;COLÉGIO PLINIO PEREIRA
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
176;COLÉGIO CATARINA PARAGUAÇU
264;ESCOLA ESTADUAL KLEBER PACHECO
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
257;PRÉDIO MUNICIPAL CAMARÃO
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
238;PREDIO MUNICIPAL SÃO ROQUE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
213;ESCOLA ESTADUAL KLEBER PACHECO
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
262;ESCOLA MUNICIPAL O BOM PASTOR
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
156;COLÉGIO PLINIO PEREIRA
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
231;PRÉDIO MUNICIPAL RECANTO VERDE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
212;ESCOLA ESTADUAL KLEBER PACHECO
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
213;ESCOLA ESTADUAL KLEBER PACHECO
215;ESCOLA ESTADUAL KLEBER PACHECO
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
257;PRÉDIO MUNICIPAL CAMARÃO
272;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
213;ESCOLA ESTADUAL KLEBER PACHECO
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
264;ESCOLA ESTADUAL KLEBER PACHECO
213;ESCOLA ESTADUAL KLEBER PACHECO
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
213;ESCOLA ESTADUAL KLEBER PACHECO
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
213;ESCOLA ESTADUAL KLEBER PACHECO
264;ESCOLA ESTADUAL KLEBER PACHECO
214;ESCOLA ESTADUAL KLEBER PACHECO
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
264;ESCOLA ESTADUAL KLEBER PACHECO
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
259;ESCOLA MUNICIPAL SÃO JOSÉ
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
156;COLÉGIO PLINIO PEREIRA
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
268;COLÉGIO CATARINA PARAGUAÇU
151;COLÉGIO PLINIO PEREIRA
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
257;PRÉDIO MUNICIPAL CAMARÃO
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
233;ESCOLA MUNICIPAL SILVIO V. MELO
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
182;ESCOLA ODILARDO U. RODRIGUES
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
177;COLÉGIO CATARINA PARAGUAÇU
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
151;COLÉGIO PLINIO PEREIRA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
214;ESCOLA ESTADUAL KLEBER PACHECO
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
264;ESCOLA ESTADUAL KLEBER PACHECO
230;PRÉDIO MUNICIPAL RECANTO VERDE
234;ESCOLA MUNICIPAL SILVIO V. MELO
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
212;ESCOLA ESTADUAL KLEBER PACHECO
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
155;COLÉGIO PLINIO PEREIRA
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
264;ESCOLA ESTADUAL KLEBER PACHECO
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
259;ESCOLA MUNICIPAL SÃO JOSÉ
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
152;COLÉGIO PLINIO PEREIRA
262;ESCOLA MUNICIPAL O BOM PASTOR
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
176;COLÉGIO CATARINA PARAGUAÇU
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
262;ESCOLA MUNICIPAL O BOM PASTOR
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
213;ESCOLA ESTADUAL KLEBER PACHECO
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
183;ESCOLA ODILARDO U. RODRIGUES
268;COLÉGIO CATARINA PARAGUAÇU
174;COLÉGIO CATARINA PARAGUAÇU
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
155;COLÉGIO PLINIO PEREIRA
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
179;ESCOLA ODILARDO U. RODRIGUES
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
231;PRÉDIO MUNICIPAL RECANTO VERDE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
273;ESCOLA MUNICIPAL GETÚLIO VARGAS
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
259;ESCOLA MUNICIPAL SÃO JOSÉ
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
151;COLÉGIO PLINIO PEREIRA
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
213;ESCOLA ESTADUAL KLEBER PACHECO
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
268;COLÉGIO CATARINA PARAGUAÇU
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
156;COLÉGIO PLINIO PEREIRA
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
182;ESCOLA ODILARDO U. RODRIGUES
259;ESCOLA MUNICIPAL SÃO JOSÉ
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
155;COLÉGIO PLINIO PEREIRA
211;ESCOLA ESTADUAL KLEBER PACHECO
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
230;PRÉDIO MUNICIPAL RECANTO VERDE
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
154;COLÉGIO PLINIO PEREIRA
215;ESCOLA ESTADUAL KLEBER PACHECO
154;COLÉGIO PLINIO PEREIRA
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
262;ESCOLA MUNICIPAL O BOM PASTOR
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
233;ESCOLA MUNICIPAL SILVIO V. MELO
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
268;COLÉGIO CATARINA PARAGUAÇU
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
214;ESCOLA ESTADUAL KLEBER PACHECO
231;PRÉDIO MUNICIPAL RECANTO VERDE
152;COLÉGIO PLINIO PEREIRA
211;ESCOLA ESTADUAL KLEBER PACHECO
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
179;ESCOLA ODILARDO U. RODRIGUES
212;ESCOLA ESTADUAL KLEBER PACHECO
231;PRÉDIO MUNICIPAL RECANTO VERDE
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
257;PRÉDIO MUNICIPAL CAMARÃO
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
183;ESCOLA ODILARDO U. RODRIGUES
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
268;COLÉGIO CATARINA PARAGUAÇU
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
211;ESCOLA ESTADUAL KLEBER PACHECO
