NR_SECAO;NM_LOCAL_VOTACAO
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
215;ESCOLA ESTADUAL KLEBER PACHECO
156;COLÉGIO PLINIO PEREIRA
210;ESCOLA ESTADUAL KLEBER PACHECO
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
214;ESCOLA ESTADUAL KLEBER PACHECO
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
180;ESCOLA ODILARDO U. RODRIGUES
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
174;COLÉGIO CATARINA PARAGUAÇU
183;ESCOLA ODILARDO U. RODRIGUES
176;COLÉGIO CATARINA PARAGUAÇU
230;PRÉDIO MUNICIPAL RECANTO VERDE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
268;COLÉGIO CATARINA PARAGUAÇU
175;COLÉGIO CATARINA PARAGUAÇU
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
233;ESCOLA MUNICIPAL SILVIO V. MELO
182;ESCOLA ODILARDO U. RODRIGUES
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
272;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
210;ESCOLA ESTADUAL KLEBER PACHECO
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
234;ESCOLA MUNICIPAL SILVIO V. MELO
156;COLÉGIO PLINIO PEREIRA
176;COLÉGIO CATARINA PARAGUAÇU
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
180;ESCOLA ODILARDO U. RODRIGUES
215;ESCOLA ESTADUAL KLEBER PACHECO
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
183;ESCOLA ODILARDO U. RODRIGUES
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
231;PRÉDIO MUNICIPAL RECANTO VERDE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
231;PRÉDIO MUNICIPAL RECANTO VERDE
210;ESCOLA ESTADUAL KLEBER PACHECO
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
268;COLÉGIO CATARINA PARAGUAÇU
180;ESCOLA ODILARDO U. RODRIGUES
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
268;COLÉGIO CATARINA PARAGUAÇU
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
234;ESCOLA MUNICIPAL SILVIO V. MELO
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
154;COLÉGIO PLINIO PEREIRA
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
155;COLÉGIO PLINIO PEREIRA
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
259;ESCOLA MUNICIPAL SÃO JOSÉ
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
210;ESCOLA ESTADUAL KLEBER PACHECO
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
175;COLÉGIO CATARINA PARAGUAÇU
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
152;COLÉGIO PLINIO PEREIRA
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
176;COLÉGIO CATARINA PARAGUAÇU
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
215;ESCOLA ESTADUAL KLEBER PACHECO
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
211;ESCOLA ESTADUAL KLEBER PACHECO
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
155;COLÉGIO PLINIO PEREIRA
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
214;ESCOLA ESTADUAL KLEBER PACHECO
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
230;PRÉDIO MUNICIPAL RECANTO VERDE
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
257;PRÉDIO MUNICIPAL CAMARÃO
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
213;ESCOLA ESTADUAL KLEBER PACHECO
264;ESCOLA ESTADUAL KLEBER PACHECO
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
257;PRÉDIO MUNICIPAL CAMARÃO
154;COLÉGIO PLINIO PEREIRA
182;ESCOLA ODILARDO U. RODRIGUES
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
211;ESCOLA ESTADUAL KLEBER PACHECO
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
233;ESCOLA MUNICIPAL SILVIO V. MELO
180;ESCOLA ODILARDO U. RODRIGUES
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
176;COLÉGIO CATARINA PARAGUAÇU
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
268;COLÉGIO CATARINA PARAGUAÇU
213;ESCOLA ESTADUAL KLEBER PACHECO
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
176;COLÉGIO CATARINA PARAGUAÇU
152;COLÉGIO PLINIO PEREIRA
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
183;ESCOLA ODILARDO U. RODRIGUES
230;PRÉDIO MUNICIPAL RECANTO VERDE
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
156;COLÉGIO PLINIO PEREIRA
177;COLÉGIO CATARINA PARAGUAÇU
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
175;COLÉGIO CATARINA PARAGUAÇU
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
214;ESCOLA ESTADUAL KLEBER PACHECO
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
268;COLÉGIO CATARINA PARAGUAÇU
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
176;COLÉGIO CATARINA PARAGUAÇU
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
262;ESCOLA MUNICIPAL O BOM PASTOR
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
238;PREDIO MUNICIPAL SÃO ROQUE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
238;PREDIO MUNICIPAL SÃO ROQUE
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
230;PRÉDIO MUNICIPAL RECANTO VERDE
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
183;ESCOLA ODILARDO U. RODRIGUES
211;ESCOLA ESTADUAL KLEBER PACHECO
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
180;ESCOLA ODILARDO U. RODRIGUES
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
175;COLÉGIO CATARINA PARAGUAÇU
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
234;ESCOLA MUNICIPAL SILVIO V. MELO
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
212;ESCOLA ESTADUAL KLEBER PACHECO
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
259;ESCOLA MUNICIPAL SÃO JOSÉ
264;ESCOLA ESTADUAL KLEBER PACHECO
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
212;ESCOLA ESTADUAL KLEBER PACHECO
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
156;COLÉGIO PLINIO PEREIRA
268;COLÉGIO CATARINA PARAGUAÇU
214;ESCOLA ESTADUAL KLEBER PACHECO
234;ESCOLA MUNICIPAL SILVIO V. MELO
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
233;ESCOLA MUNICIPAL SILVIO V. MELO
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
175;COLÉGIO CATARINA PARAGUAÇU
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
231;PRÉDIO MUNICIPAL RECANTO VERDE
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
176;COLÉGIO CATARINA PARAGUAÇU
152;COLÉGIO PLINIO PEREIRA
151;COLÉGIO PLINIO PEREIRA
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
179;ESCOLA ODILARDO U. RODRIGUES
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
183;ESCOLA ODILARDO U. RODRIGUES
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
212;ESCOLA ESTADUAL KLEBER PACHECO
238;PREDIO MUNICIPAL SÃO ROQUE
211;ESCOLA ESTADUAL KLEBER PACHECO
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
268;COLÉGIO CATARINA PARAGUAÇU
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
175;COLÉGIO CATARINA PARAGUAÇU
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
155;COLÉGIO PLINIO PEREIRA
234;ESCOLA MUNICIPAL SILVIO V. MELO
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
259;ESCOLA MUNICIPAL SÃO JOSÉ
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
212;ESCOLA ESTADUAL KLEBER PACHECO
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
182;ESCOLA ODILARDO U. RODRIGUES
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
272;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
182;ESCOLA ODILARDO U. RODRIGUES
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
268;COLÉGIO CATARINA PARAGUAÇU
212;ESCOLA ESTADUAL KLEBER PACHECO
264;ESCOLA ESTADUAL KLEBER PACHECO
214;ESCOLA ESTADUAL KLEBER PACHECO
179;ESCOLA ODILARDO U. RODRIGUES
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
231;PRÉDIO MUNICIPAL RECANTO VERDE
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
268;COLÉGIO CATARINA PARAGUAÇU
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
179;ESCOLA ODILARDO U. RODRIGUES
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
212;ESCOLA ESTADUAL KLEBER PACHECO
238;PREDIO MUNICIPAL SÃO ROQUE
215;ESCOLA ESTADUAL KLEBER PACHECO
183;ESCOLA ODILARDO U. RODRIGUES
213;ESCOLA ESTADUAL KLEBER PACHECO
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
259;ESCOLA MUNICIPAL SÃO JOSÉ
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
177;COLÉGIO CATARINA PARAGUAÇU
213;ESCOLA ESTADUAL KLEBER PACHECO
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
212;ESCOLA ESTADUAL KLEBER PACHECO
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
215;ESCOLA ESTADUAL KLEBER PACHECO
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
211;ESCOLA ESTADUAL KLEBER PACHECO
238;PREDIO MUNICIPAL SÃO ROQUE
174;COLÉGIO CATARINA PARAGUAÇU
182;ESCOLA ODILARDO U. RODRIGUES
176;COLÉGIO CATARINA PARAGUAÇU
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
233;ESCOLA MUNICIPAL SILVIO V. MELO
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
233;ESCOLA MUNICIPAL SILVIO V. MELO
233;ESCOLA MUNICIPAL SILVIO V. MELO
210;ESCOLA ESTADUAL KLEBER PACHECO
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
211;ESCOLA ESTADUAL KLEBER PACHECO
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
238;PREDIO MUNICIPAL SÃO ROQUE
211;ESCOLA ESTADUAL KLEBER PACHECO
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
268;COLÉGIO CATARINA PARAGUAÇU
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
151;COLÉGIO PLINIO PEREIRA
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
230;PRÉDIO MUNICIPAL RECANTO VERDE
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
211;ESCOLA ESTADUAL KLEBER PACHECO
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
151;COLÉGIO PLINIO PEREIRA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
230;PRÉDIO MUNICIPAL RECANTO VERDE
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
174;COLÉGIO CATARINA PARAGUAÇU
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
210;ESCOLA ESTADUAL KLEBER PACHECO
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
